	input	category	prediction
240	Logan slipped a donut on the bun beside the bed beside the table in a cup beside a tree to Emily .	pp_recursion	Logan ( 12 ) ; donut ( 34 ) ; * bun ( 27 ) ; * bed ( 19 ) ; * table ( 42 ) ; * cup ( 38 ) ; * tree ( 51 ) ; Emily ( 7 ) ; slip ( 20 ) AND agent ( 20 , 12 ) AND theme ( 20 , 34 ) AND nmod . beside ( 34 , 27 ) AND nmod . beside ( 27 , 19 )
241	A judge poked the donut in a cupboard beside the bin beside the seat in a taxi beside a bed in a house beside a stage in a garden on a rock beside a table .	pp_recursion	judge ( 12 ) ; donut ( 34 ) ; * cupboard ( 27 ) ; * bin ( 19 ) ; * seat ( 42 ) ; * taxi ( 38 ) ; * bed ( 51 ) ; * house ( 47 ) ; * stage ( 55 ) ; * garden ( 59 ) ; * rock ( 63 ) ; * table ( 67 ) ; nmod . beside ( 34 , 27
242	A cat served a box on the napkin beside a log on a bed beside the bike on a TV to the prince .	pp_recursion	cat ( 12 ) ; box ( 34 ) ; napkin ( 27 ) ; log ( 19 ) ; bed ( 42 ) ; bike ( 8 ) ; TV ( 13 ) ; prince ( 56 ) ; serve ( 23 ) AND agent ( 23 , 12 ) AND theme ( 23 , 34 ) AND nmod . beside ( 34 , 27 ) AND nmod . beside ( 27 , 19 ) AND nmod . beside ( 19 , 42 ) AND nmod . beside (
243	Liam liked the soldier beside a bottle on the road beside a cup in a room on a sock in a well on the chair in a basin .	pp_recursion	Liam ( 12 ) ; * soldier ( 34 ) ; * bottle ( 27 ) ; * road ( 19 ) ; * cup ( 42 ) ; * room ( 38 ) ; * sock ( 35 ) ; * well ( 21 ) ; * chair ( 52 ) ; * basin ( 47 ) ; nmod . beside ( 34 , 27 ) AND nmod . on ( 27 , 19 ) AND nmod . beside ( 19 , 42 ) AND nmod . in (
244	Emma appreciated that the cat snapped the dealer in the cage beside the book in a house beside a sink beside the cup beside a chair beside the bin on the bed .	pp_recursion	Emma ( 12 ) ; * cat ( 34 ) ; snap ( 27 ) AND agent ( 27 , 34 ) AND theme ( 27 , 21 ) AND dealer ( 21 ) ; * cage ( 19 ) ; * book ( 17 ) ; * house ( 15 ) ; * sink ( 13 ) ; * cup ( 11 ) ; * chair ( 9 ) ; * bin ( 7 ) ; * bed ( 5 ) ; nmod . beside (
245	Liam liked a donut in the garden in the well on a bike in the house on a bowl in a pod .	pp_recursion	Liam ( 12 ) ; donut ( 34 ) ; * garden ( 27 ) ; * well ( 19 ) ; * bike ( 42 ) ; * house ( 38 ) ; * bowl ( 35 ) ; * pod ( 47 ) ; nmod . in ( 34 , 27 ) AND nmod . in ( 27 , 19 ) AND nmod . on ( 19 , 42 ) AND nmod . in ( 42 , 38 ) AND nmod . on ( 38 , 35 ) AND
246	A cat froze a chicken on a chair in a garden on a table in a dumpster beside the monk beside a bed .	pp_recursion	cat ( 12 ) ; chicken ( 34 ) ; chair ( 27 ) ; garden ( 19 ) ; table ( 42 ) ; dumpster ( 8 ) ; monk ( 56 ) ; bed ( 3 ) ; freeze ( 13 ) AND agent ( 13 , 12 ) AND theme ( 13 , 34 ) AND nmod . on ( 13 , 27 ) AND nmod . in ( 27 , 19 ) AND nmod . on ( 27 , 42 ) AND nmod . in ( 42
247	The girl sketched the cat in a house on a seat beside a table beside a dragon on the notebook in a jar in the room .	pp_recursion	girl ( 59 ) ; cat ( 45 ) ; * house ( 12 ) ; * seat ( 38 ) ; * table ( 21 ) ; * dragon ( 9 ) ; * notebook ( 17 ) ; * jar ( 5 ) ; * room ( 3 ) ; nmod . on ( 45 , 38 ) AND nmod . beside ( 38 , 21 ) AND nmod . beside ( 21 , 9 ) AND nmod . in ( 9 , 17 )
248	The boy ate the monster in the cabinet in a envelope on the tiger beside the painting beside a cat on a box beside a table on a surface in the house in the cup beside the stage .	pp_recursion	* boy ( 12 ) ; * monster ( 34 ) ; * cabinet ( 27 ) ; * envelope ( 19 ) ; * tiger ( 42 ) ; * painting ( 35 ) ; * cat ( 28 ) ; * box ( 21 ) ; * table ( 17 ) ; * surface ( 39 ) ; * house ( 23 ) ; * cup ( 31 ) ; * stage ( 46 ) ; nmod . in ( 34 , 27
249	Emily admired a girl beside the monkey on the bible in the car in a palace on a surface on a desk on a cupboard on the table .	pp_recursion	Emily ( 12 ) ; girl ( 34 ) ; * monkey ( 27 ) ; * bible ( 19 ) ; * car ( 42 ) ; * palace ( 31 ) ; * surface ( 23 ) ; * desk ( 17 ) ; * cupboard ( 8 ) ; * table ( 5 ) ; nmod . beside ( 34 , 27 ) AND nmod . on ( 27 , 19 ) AND nmod . in ( 19 , 42 ) AND nmod .
250	A tenant liked the teacher in a glass on a stage in a house .	pp_recursion	tenant ( 12 ) ; teacher ( 34 ) ; * glass ( 27 ) ; * stage ( 19 ) ; * house ( 8 ) ; like ( 13 ) AND theme ( 13 , 34 ) AND agent ( 13 , 12 ) AND nmod . in ( 34 , 27 ) AND nmod . on ( 27 , 19 ) AND nmod . in ( 19 , 8 )
251	Eleanor painted a teacher in a house beside the stage on the table in a room .	pp_recursion	Eleanor ( 12 ) ; teacher ( 34 ) ; * house ( 27 ) ; * stage ( 19 ) ; * table ( 42 ) ; * room ( 8 ) ; paint ( 13 ) AND agent ( 13 , 12 ) AND theme ( 13 , 34 ) AND nmod . beside ( 34 , 27 ) AND nmod . on ( 34 , 19 ) AND nmod . in ( 34 , 42 ) AND nmod . in
252	A teacher sold a bat beside a machine in the house on the chair in a room beside the sword on a seat on the table to a goose .	pp_recursion	teacher ( 12 ) ; bat ( 34 ) ; machine ( 27 ) ; * house ( 19 ) ; * chair ( 42 ) ; * room ( 8 ) ; * sword ( 13 ) ; * seat ( 7 ) ; * table ( 21 ) ; * goose ( 3 ) ; sell ( 17 ) AND agent ( 17 , 12 ) AND theme ( 17 , 34 ) AND nmod . beside ( 34 , 27 ) AND nmod . on (
253	A dog painted the girl beside the chair in a house beside a road on a dish .	pp_recursion	dog ( 12 ) ; girl ( 34 ) ; chair ( 27 ) ; * house ( 19 ) ; * road ( 42 ) ; * dish ( 8 ) ; nmod . beside ( 34 , 27 ) AND nmod . in ( 27 , 19 ) AND nmod . beside ( 19 , 42 ) AND nmod . on ( 42 , 8 ) AND paint ( 13 ) AND agent ( 13 , 12 ) AND theme
254	The baby returned James the donut on the tree in the house on the bed in a bag .	pp_recursion	* baby ( 12 ) ; James ( 34 ) ; * donut ( 27 ) ; * tree ( 19 ) ; * house ( 8 ) ; * bed ( 42 ) ; * bag ( 56 ) ; nmod . on ( 27 , 19 ) AND nmod . in ( 19 , 8 ) AND nmod . on ( 8 , 42 ) AND nmod . in ( 42 , 56 ) AND return ( 13 ) AND agent ( 13 , 12 ) AND theme ( 13 , 27 )
255	The boy sold the cake on the boat on the leaflet in the haystack on a bed on a stage on a block in a garden on the chair to the president .	pp_recursion	boy ( 12 ) ; cake ( 34 ) ; * boat ( 27 ) ; * leaflet ( 19 ) ; * haystack ( 42 ) ; * bed ( 8 ) ; * stage ( 15 ) ; * block ( 23 ) ; * garden ( 7 ) ; * chair ( 3 ) ; * president ( 11 ) ; sell ( 5 ) AND agent ( 5 , 12 ) AND theme ( 5 , 34 ) AND nmod . on ( 5 , 27 ) AND nmod . on ( 27 , 19 ) AND
256	The girl cleaned a cat beside a table in a storage on a rock beside the bed in a house on the desk in the garden beside a car .	pp_recursion	girl ( 59 ) ; cat ( 37 ) ; * table ( 21 ) ; * storage ( 52 ) ; * rock ( 38 ) ; * bed ( 17 ) ; * house ( 9 ) ; * desk ( 5 ) ; * garden ( 3 ) ; * car ( 1 ) ; nmod . beside ( 37 , 21 ) AND nmod . in ( 21 , 52 ) AND nmod . beside ( 52 , 38 ) AND nmod . beside (
257	A girl handed the block beside a mirror beside a book in a vessel in the room in a house in the box beside the bag beside a log in the saucepan in the car beside the table to Liam .	pp_recursion	girl ( 52 ) ; block ( 37 ) ; * mirror ( 21 ) ; * book ( 48 ) ; * vessel ( 17 ) ; * room ( 39 ) ; * house ( 24 ) ; * box ( 8 ) ; * bag ( 16 ) ; * log ( 42 ) ; * saucepan ( 19 ) ; * car ( 33 ) ; * table ( 11 ) ; Liam ( 7 ) ; n
258	Liam ate the cookie in a penthouse beside the book in the house in the stadium on a bible beside the car in a bakery beside the table beside the machine in the container .	pp_recursion	Liam ( 12 ) ; cookie ( 34 ) ; * penthouse ( 27 ) ; * book ( 19 ) ; * house ( 42 ) ; * stadium ( 51 ) ; * bible ( 63 ) ; * car ( 74 ) ; * bakery ( 85 ) ; * table ( 96 ) ; * machine ( 107 ) ; * container ( 118 ) ; nmod . in ( 34 , 27 ) AND nmod . beside ( 34 ,
259	William helped a boy beside the table on a truck beside the tree on the yacht beside a bed in a car beside a boat beside a chair on a seat in a envelope on a shelf .	pp_recursion	William ( 12 ) ; boy ( 34 ) ; * table ( 27 ) ; * truck ( 19 ) ; * tree ( 21 ) ; * yacht ( 23 ) ; * bed ( 25 ) ; * car ( 29 ) ; * boat ( 31 ) ; * chair ( 33 ) ; * seat ( 35 ) ; * envelope ( 37 ) ; * shelf ( 39 ) ; help ( 41 ) AND agent ( 41 , 12
260	The lion preferred to crawl .	prim_to_inf_arg	* lion ( 12 ) ; crawl ( 34 ) AND prefer ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
261	Elijah wanted to crawl .	prim_to_inf_arg	Elijah ( 12 ) ; crawl ( 34 ) AND agent ( 34 , 12 )
262	A student wanted to crawl .	prim_to_inf_arg	student ( 12 ) ; crawl ( 34 ) AND agent ( 34 , 12 )
263	Liam dreamed to crawl .	prim_to_inf_arg	Liam ( 12 ) ; dream ( 27 ) AND agent ( 27 , 12 ) AND crawl ( 34 )
264	A butterfly hoped that Ava wanted to crawl .	prim_to_inf_arg	butterfly ( 12 ) ; Ava ( 34 ) ; crawl ( 27 ) ; hope ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND want ( 27 ) AND agent ( 27 , 34 )
265	Avery wanted to crawl .	prim_to_inf_arg	Avery ( 12 ) ; crawl ( 34 ) AND agent ( 34 , 12 )
266	A manager preferred to crawl .	prim_to_inf_arg	manager ( 12 ) ; crawl ( 34 ) AND agent ( 34 , 12 )
267	Ava wanted to crawl .	prim_to_inf_arg	Ava ( 12 ) ; crawl ( 34 ) AND agent ( 34 , 12 )
268	The girl longed to crawl .	prim_to_inf_arg	girl ( 12 ) ; long ( 34 ) AND agent ( 34 , 12 ) AND crawl ( 27 )
269	A guard liked to crawl .	prim_to_inf_arg	guard ( 12 ) ; like ( 34 ) AND agent ( 34 , 12 ) AND crawl ( 27 )
270	A hen expected to crawl .	prim_to_inf_arg	hen ( 12 ) ; crawl ( 34 ) AND expect ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
271	The frog yearned to crawl .	prim_to_inf_arg	frog ( 12 ) ; yearn ( 27 ) AND agent ( 27 , 12 ) AND crawl ( 34 )
272	Emma liked that Noah wanted to crawl .	prim_to_inf_arg	Emma ( 12 ) ; Noah ( 34 ) ; crawl ( 27 ) ; like ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND ccomp ( 19 , 27)
273	A child planned to crawl .	prim_to_inf_arg	child ( 12 ) ; plan ( 27 ) AND agent ( 27 , 12 ) AND crawl ( 34 )
274	A chicken longed to crawl .	prim_to_inf_arg	chicken ( 12 ) ; crawl ( 34 ) AND theme ( 34 , 12 ) AND long ( 27 ) AND agent ( 27 , 12 )
275	The dog yearned to crawl .	prim_to_inf_arg	dog ( 12 ) ; yearn ( 34 ) AND crawl ( 34 , 12 )
276	The scientist wanted to crawl .	prim_to_inf_arg	scientist ( 12 ) ; crawl ( 34 ) AND agent ( 34 , 12 )
277	Madison wanted to crawl .	prim_to_inf_arg	Madison ( 12 ) ; want ( 27 ) AND agent ( 27 , 12 ) AND crawl ( 34 )
278	A lion itched to crawl .	prim_to_inf_arg	lion ( 12 ) ; itch ( 27 ) AND agent ( 27 , 12 ) AND crawl ( 34 )
279	Logan wanted to crawl .	prim_to_inf_arg	Logan ( 12 ) ; want ( 27 ) AND agent ( 27 , 12 ) AND crawl ( 34 )
280	Owen rented Olivia the shark beside the stool .	prim_to_obj_common	Owen ( 12 ) ; Olivia ( 34 ) ; shark ( 27 ) ; stool ( 19 ) ; rent ( 20 ) AND agent ( 20 , 12 ) AND recipient ( 20 , 34 ) AND theme ( 20 , 27 ) AND nmod . beside ( 27 , 19 )
281	A bear gave Claire a shark .	prim_to_obj_common	bear ( 12 ) ; Claire ( 34 ) ; shark ( 27 ) ; give ( 19 ) AND agent ( 19 , 12 ) AND recipient ( 19 , 34 ) AND theme ( 19 , 27 )
282	A cat posted the shark on the desk to Sophia .	prim_to_obj_common	cat ( 12 ) ; shark ( 34 ) ; * desk ( 27 ) ; Sophia ( 19 ) ; post ( 20 ) AND theme ( 20 , 34 ) AND recipient ( 20 , 19 ) AND agent ( 20 , 12 )
283	Liam sold the shark to Emma .	prim_to_obj_common	Liam ( 12 ) ; shark ( 34 ) ; Emma ( 27 ) ; sell ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND recipient ( 19 , 27 )
284	A tiger rolled a shark .	prim_to_obj_common	tiger ( 12 ) ; shark ( 34 ) ; roll ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
285	James drew a shark .	prim_to_obj_common	James ( 12 ) ; shark ( 34 ) ; draw ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
286	Isabella gave the shark in the car to Emma .	prim_to_obj_common	Isabella ( 12 ) ; * shark ( 34 ) ; * car ( 27 ) ; Emma ( 19 ) ; give ( 20 ) AND agent ( 20 , 12 ) AND theme ( 20 , 34 ) AND recipient ( 20 , 19 ) AND nmod . in ( 34 , 27 )
287	Emma rolled a shark on the notebook .	prim_to_obj_common	Emma ( 12 ) ; shark ( 34 ) ; notebook ( 27 ) ; roll ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND location ( 19 , 27 )
288	Ethan crumpled the shark .	prim_to_obj_common	Ethan ( 12 ) ; shark ( 34 ) ; crumple ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
289	The girl passed a donkey a shark on a speaker .	prim_to_obj_common	girl ( 12 ) ; donkey ( 34 ) ; shark ( 27 ) ; speaker ( 19 ) ; pass ( 20 ) AND agent ( 20 , 12 ) AND theme1 ( 20 , 34 ) AND theme2 ( 20 , 27 ) AND location ( 20 , 19 )
290	Michael thought that Elizabeth awarded the boy a shark .	prim_to_obj_common	Michael ( 12 ) ; Elizabeth ( 34 ) ; boy ( 27 ) ; shark ( 19 ) ; think ( 8 ) AND agent ( 8 , 12 ) AND ccomp ( 8 , 23 ) AND award ( 23 ) AND agent ( 23 , 34 ) AND theme ( 23 , 27 ) AND theme ( 23 , 19 )
291	A cat gave Emma a shark .	prim_to_obj_common	cat ( 12 ) ; Emma ( 34 ) ; shark ( 27 ) ; give ( 19 ) AND agent ( 19 , 12 ) AND recipient ( 19 , 34 ) AND theme ( 19 , 27 )
292	The priest ate a shark .	prim_to_obj_common	priest ( 12 ) ; shark ( 34 ) ; eat ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
293	A boy gave the lion a shark beside the table .	prim_to_obj_common	boy ( 12 ) ; lion ( 34 ) ; * shark ( 27 ) ; * table ( 19 ) ; nmod . beside ( 27 , 19 ) AND give ( 20 ) AND agent ( 20 , 12 ) AND recipient ( 20 , 34 ) AND theme ( 20 , 27 )
294	Benjamin ate the shark .	prim_to_obj_common	Benjamin ( 12 ) ; shark ( 34 ) ; eat ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
295	Liam ate a shark on the rock .	prim_to_obj_common	Liam ( 12 ) ; shark ( 34 ) ; rock ( 27 ) ; eat ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND nmod . on ( 34 , 27 )
296	Benjamin liked that Emma admired that Liam loaned a shark to the dog .	prim_to_obj_common	Benjamin ( 12 ) ; Emma ( 34 ) ; Liam ( 27 ) ; shark ( 19 ) ; dog ( 42 ) ; like ( 8 ) AND theme ( 8 , 19 ) AND agent ( 8 , 12 ) AND admire ( 15 ) AND theme ( 15 , 19 ) AND agent ( 15 , 34 ) AND loan ( 23 ) AND theme ( 23 , 19 ) AND recipient ( 23 , 42 ) AND agent ( 23 , 27 )
297	A teacher hoped that a girl ate a shark on the table .	prim_to_obj_common	teacher ( 12 ) ; * girl ( 34 ) ; * shark ( 27 ) ; * table ( 19 ) ; hope ( 8 ) AND agent ( 8 , 12 ) AND ccomp ( 8 , 13 ) AND eat ( 13 ) AND agent ( 13 , 34 ) AND theme ( 13 , 27 ) AND nmod . on ( 27 , 19 )
298	Noah liked that a cat helped the shark beside a table .	prim_to_obj_common	Noah ( 12 ) ; cat ( 34 ) ; shark ( 27 ) ; table ( 19 ) ; like ( 8 ) AND theme ( 8 , 34 ) AND agent ( 8 , 27 ) AND nmod . beside ( 27 , 19 )
299	Emily ate the shark in the house .	prim_to_obj_common	Emily ( 12 ) ; shark ( 34 ) ; house ( 27 ) ; eat ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND location ( 19 , 27 )
300	Theodore changed Paula .	prim_to_obj_proper	Theodore ( 12 ) ; Paula ( 34 ) ; change ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
301	A tiger rolled Paula .	prim_to_obj_proper	tiger ( 12 ) ; Paula ( 34 ) ; roll ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
302	Sophia sent Ava Paula .	prim_to_obj_proper	Sophia ( 12 ) ; Ava ( 34 ) ; Paula ( 27 ) ; send ( 19 ) AND theme ( 19 , 34 ) AND recipient ( 19 , 27 ) AND agent ( 19 , 12 )
303	Noah liked Paula .	prim_to_obj_proper	Noah ( 12 ) ; Paula ( 34 ) ; like ( 27 ) AND theme ( 27 , 34 ) AND agent ( 27 , 12 )
304	The student helped Paula .	prim_to_obj_proper	student ( 12 ) ; Paula ( 34 ) ; help ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
305	A horse said that the moose ate Paula .	prim_to_obj_proper	horse ( 12 ) ; moose ( 34 ) ; Paula ( 27 ) ; say ( 19 ) AND agent ( 19 , 12 ) AND ccomp ( 19 , 27 ) AND eat ( 35 ) AND agent ( 35 , 34 ) AND theme ( 35 , 27 )
306	Olivia sold Paula to the priest .	prim_to_obj_proper	Olivia ( 12 ) ; Paula ( 34 ) ; priest ( 27 ) ; sell ( 19 ) AND theme ( 19 , 34 ) AND recipient ( 19 , 27 ) AND agent ( 19 , 12 )
307	James discovered Paula .	prim_to_obj_proper	James ( 12 ) ; Paula ( 34 ) ; discover ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
308	The girl gave Paula to Addison .	prim_to_obj_proper	girl ( 12 ) ; Paula ( 34 ) ; Addison ( 27 ) ; give ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND recipient ( 19 , 27 )
309	The girl decomposed Paula .	prim_to_obj_proper	girl ( 12 ) ; Paula ( 34 ) ; decompose ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
310	A boy mailed Paula to the girl .	prim_to_obj_proper	boy ( 12 ) ; Paula ( 34 ) ; * girl ( 27 ) ; mail ( 19 ) AND agent ( 19 , 12 ) AND recipient ( 19 , 34 ) AND recipient ( 19 , 27 )
311	Scarlett lended a consumer Paula .	prim_to_obj_proper	Scarlett ( 12 ) ; consumer ( 34 ) ; Paula ( 27 ) ; lend ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND recipient ( 19 , 27 )
312	Ava broke Paula .	prim_to_obj_proper	Ava ( 12 ) ; Paula ( 34 ) ; break ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
313	Aubrey handed Paula to Charlotte .	prim_to_obj_proper	Aubrey ( 12 ) ; Paula ( 34 ) ; Charlotte ( 27 ) ; hand ( 19 ) AND theme ( 19 , 34 ) AND recipient ( 19 , 27 ) AND agent ( 19 , 12 )
314	The girl forwarded Paula to Olivia .	prim_to_obj_proper	girl ( 12 ) ; Paula ( 34 ) ; Olivia ( 27 ) ; forward ( 19 ) AND theme ( 19 , 34 ) AND recipient ( 19 , 27 ) AND agent ( 19 , 12 )
315	Logan gave the cat Paula .	prim_to_obj_proper	Logan ( 12 ) ; cat ( 34 ) ; Paula ( 27 ) ; give ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND recipient ( 19 , 27 )
316	Wyatt proved that the boy rented Paula to Ava .	prim_to_obj_proper	Wyatt ( 12 ) ; * boy ( 34 ) ; Paula ( 27 ) ; Ava ( 19 ) ; prove ( 20 ) AND agent ( 20 , 12 ) AND ccomp ( 20 , 53 ) AND rent ( 53 ) AND agent ( 53 , 34 ) AND theme ( 53 , 27 ) AND recipient ( 53 , 19 )
317	Oliver burned Paula .	prim_to_obj_proper	Oliver ( 12 ) ; Paula ( 34 ) ; burn ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
318	A girl dusted Paula .	prim_to_obj_proper	girl ( 12 ) ; Paula ( 34 ) ; dust ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
319	Logan hunted Paula .	prim_to_obj_proper	Logan ( 12 ) ; Paula ( 34 ) ; hunt ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
320	The shark ate a rose .	prim_to_subj_common	shark ( 12 ) ; rose ( 34 ) ; eat ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
321	The shark gave Elijah the cake beside a seat .	prim_to_subj_common	shark ( 12 ) ; Elijah ( 34 ) ; cake ( 27 ) ; seat ( 19 ) ; nmod . beside ( 27 , 19 ) AND give ( 35 ) AND agent ( 35 , 12 ) AND recipient ( 35 , 34 ) AND theme ( 35 , 27 )
