	input	category	prediction
322	The shark examined Sophia .	prim_to_subj_common	shark ( 12 ) ; Sophia ( 34 ) ; examine ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
323	The shark pierced a cake .	prim_to_subj_common	shark ( 12 ) ; cake ( 34 ) ; pierce ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
324	The shark juggled the cake beside the bat .	prim_to_subj_common	* shark ( 12 ) ; * cake ( 34 ) ; * bat ( 27 ) ; nmod . beside ( 34 , 27 ) AND juggle ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 )
325	The shark loved the balloon .	prim_to_subj_common	shark ( 12 ) ; balloon ( 34 ) ; love ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
326	A shark mailed Oliver the cookie .	prim_to_subj_common	shark ( 12 ) ; Oliver ( 34 ) ; cookie ( 27 ) ; mail ( 19 ) AND theme ( 19 , 27 ) AND recipient ( 19 , 34 ) AND agent ( 19 , 12 )
327	The shark dusted the donut on the road .	prim_to_subj_common	shark ( 12 ) ; donut ( 34 ) ; road ( 27 ) ; dust ( 19 ) AND theme ( 19 , 34 ) AND agent ( 19 , 12 ) AND location ( 19 , 27 )
328	The shark lended a bat to Noah .	prim_to_subj_common	shark ( 12 ) ; bat ( 34 ) ; Noah ( 27 ) ; lend ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND recipient ( 19 , 27 )
329	The shark painted the chicken beside the table .	prim_to_subj_common	* shark ( 12 ) ; * chicken ( 34 ) ; * table ( 27 ) ; nmod . beside ( 34 , 27 ) AND paint ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 )
330	The shark collapsed a girl .	prim_to_subj_common	shark ( 12 ) ; girl ( 34 ) ; collapse ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
331	A shark painted a girl .	prim_to_subj_common	shark ( 12 ) ; girl ( 34 ) ; paint ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
332	The shark froze the boy on a table .	prim_to_subj_common	* shark ( 12 ) ; boy ( 34 ) ; * table ( 27 ) ; nmod . on ( 34 , 27 ) AND freeze ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 )
333	The shark dusted Michael .	prim_to_subj_common	shark ( 12 ) ; Michael ( 34 ) ; dust ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
334	Liam said that a shark preferred to sleep .	prim_to_subj_common	Liam ( 12 ) ; shark ( 34 ) ; prefer ( 27 ) AND theme ( 27 , 34 ) AND agent ( 27 , 12 ) AND sleep ( 19 )
335	The shark wished to eat .	prim_to_subj_common	* shark ( 12 ) ; wish ( 34 ) AND agent ( 34 , 12 ) AND eat ( 27 )
336	The girl thought that the shark liked a cake .	prim_to_subj_common	girl ( 12 ) ; * shark ( 34 ) ; cake ( 27 ) ; think ( 19 ) AND agent ( 19 , 12 ) AND ccomp ( 19 , 27 ) AND like ( 27 ) AND agent ( 27 , 34 )
337	The shark froze a cake in a house .	prim_to_subj_common	shark ( 12 ) ; cake ( 34 ) ; house ( 27 ) ; freeze ( 19 ) AND theme ( 19 , 34 ) AND agent ( 19 , 12 ) AND location ( 19 , 27 )
338	The shark offered a cake to Liam .	prim_to_subj_common	shark ( 12 ) ; cake ( 34 ) ; Liam ( 27 ) ; offer ( 19 ) AND theme ( 19 , 34 ) AND recipient ( 19 , 27 ) AND agent ( 19 , 12 )
339	The shark intended to giggle .	prim_to_subj_common	* shark ( 12 ) ; intend ( 34 ) AND agent ( 34 , 12 ) AND giggle ( 27 )
340	Paula rolled a brick .	prim_to_subj_proper	Paula ( 12 ) ; brick ( 34 ) ; roll ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
341	Paula dusted Lucas .	prim_to_subj_proper	Paula ( 12 ) ; Lucas ( 34 ) ; dust ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
342	Paula gave a cat the cake on the speaker .	prim_to_subj_proper	Paula ( 12 ) ; cat ( 34 ) ; cake ( 27 ) ; speaker ( 19 ) ; give ( 20 ) AND agent ( 20 , 12 ) AND recipient ( 20 , 34 ) AND theme ( 20 , 27 ) AND location ( 20 , 19 )
343	Paula gave Emma a cake on the TV .	prim_to_subj_proper	Paula ( 12 ) ; Emma ( 34 ) ; cake ( 27 ) ; TV ( 19 ) ; give ( 20 ) AND agent ( 20 , 12 ) AND recipient ( 20 , 34 ) AND theme ( 20 , 27 ) AND location ( 20 , 19 )
344	Paula liked the drink in the house .	prim_to_subj_proper	Paula ( 12 ) ; drink ( 34 ) ; * house ( 27 ) ; like ( 19 ) AND theme ( 19 , 34 ) AND agent ( 19 , 12 ) AND nmod . in ( 34 , 27 )
345	Paula rolled Ethan .	prim_to_subj_proper	Paula ( 12 ) ; Ethan ( 34 ) ; roll ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
346	Paula liked the cookie .	prim_to_subj_proper	Paula ( 12 ) ; cookie ( 34 ) ; like ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
347	Paula lended a boy the cake beside the chair .	prim_to_subj_proper	Paula ( 12 ) ; boy ( 34 ) ; cake ( 27 ) ; chair ( 19 ) ; lend ( 20 ) AND agent ( 20 , 12 ) AND recipient ( 20 , 34 ) AND theme ( 20 , 27 ) AND nmod . beside ( 27 , 19 )
348	Paula rolled the knife .	prim_to_subj_proper	Paula ( 12 ) ; knife ( 34 ) ; roll ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
349	Paula brought the donut to the duck .	prim_to_subj_proper	Paula ( 12 ) ; donut ( 34 ) ; duck ( 27 ) ; bring ( 19 ) AND theme ( 19 , 34 ) AND recipient ( 19 , 27 ) AND agent ( 19 , 12 )
350	Paula helped a girl beside the table .	prim_to_subj_proper	Paula ( 12 ) ; girl ( 34 ) ; table ( 27 ) ; help ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND nmod . beside ( 34 , 27 )
351	Paula mailed Liam the newspaper .	prim_to_subj_proper	Paula ( 12 ) ; Liam ( 34 ) ; newspaper ( 27 ) ; mail ( 19 ) AND theme ( 19 , 27 ) AND recipient ( 19 , 34 ) AND agent ( 19 , 12 )
352	Paula gave a cake on a table to Emma .	prim_to_subj_proper	Paula ( 12 ) ; cake ( 34 ) ; table ( 27 ) ; Emma ( 19 ) ; give ( 20 ) AND agent ( 20 , 12 ) AND theme ( 20 , 34 ) AND recipient ( 20 , 19 ) AND nmod . on ( 34 , 27 )
353	Paula wanted to paint .	prim_to_subj_proper	Paula ( 12 ) ; want ( 27 ) AND agent ( 27 , 12 ) AND paint ( 34 )
354	Paula lended a donut on a gravel to the girl .	prim_to_subj_proper	Paula ( 12 ) ; girl ( 34 ) ; donut ( 27 ) ; gravel ( 19 ) ; lend ( 20 ) AND agent ( 20 , 12 ) AND recipient ( 20 , 34 ) AND theme ( 20 , 27 ) AND nmod . on ( 27 , 19 )
355	Paula helped a glue in the garden .	prim_to_subj_proper	Paula ( 12 ) ; glue ( 34 ) ; garden ( 27 ) ; help ( 19 ) AND theme ( 19 , 34 ) AND agent ( 19 , 12 ) AND location ( 19 , 27 )
356	Paula rolled a boy .	prim_to_subj_proper	Paula ( 12 ) ; boy ( 34 ) ; roll ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
357	Paula gave a patient the donut in the barrel .	prim_to_subj_proper	Paula ( 12 ) ; patient ( 34 ) ; donut ( 27 ) ; barrel ( 19 ) ; give ( 20 ) AND agent ( 20 , 12 ) AND recipient ( 20 , 34 ) AND theme ( 20 , 27 ) AND nmod . in ( 27 , 19 )
358	Paula froze the crayon on the pad .	prim_to_subj_proper	Paula ( 12 ) ; crayon ( 34 ) ; pad ( 27 ) ; freeze ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND location ( 19 , 27 )
359	Paula lended the donut to a girl .	prim_to_subj_proper	Paula ( 12 ) ; donut ( 34 ) ; girl ( 27 ) ; lend ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND recipient ( 19 , 27 )
360	Abigail gave the hedgehog to the frog .	subj_to_obj_common	Abigail ( 12 ) ; hedgehog ( 34 ) ; frog ( 27 ) ; give ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND recipient ( 19 , 27 )
361	A dog liked the hedgehog beside the seat .	subj_to_obj_common	dog ( 12 ) ; hedgehog ( 34 ) ; * seat ( 27 ) ; like ( 19 ) AND theme ( 19 , 34 ) AND agent ( 19 , 12 ) AND nmod . beside ( 34 , 27 )
362	Isabella crumpled the hedgehog .	subj_to_obj_common	Isabella ( 12 ) ; hedgehog ( 34 ) ; crumple ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
363	The girl found the hedgehog on a table .	subj_to_obj_common	girl ( 12 ) ; hedgehog ( 34 ) ; * table ( 27 ) ; find ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND nmod . on ( 34 , 27 )
364	The guest handed the hedgehog in the vehicle to a lion .	subj_to_obj_common	guest ( 12 ) ; hedgehog ( 34 ) ; * vehicle ( 27 ) ; * lion ( 19 ) ; hand ( 20 ) AND agent ( 20 , 12 ) AND theme ( 20 , 34 ) AND recipient ( 20 , 19 ) AND nmod . in ( 34 , 27 )
365	Emma crumpled a hedgehog on the stage .	subj_to_obj_common	Emma ( 12 ) ; hedgehog ( 34 ) ; stage ( 27 ) ; crumple ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND location ( 19 , 27 )
366	Liam gave Emma the hedgehog beside the road in the bag .	subj_to_obj_common	Liam ( 12 ) ; Emma ( 34 ) ; hedgehog ( 27 ) ; road ( 19 ) ; bag ( 42 ) ; give ( 8 ) AND agent ( 8 , 12 ) AND recipient ( 8 , 34 ) AND theme ( 8 , 27 ) AND nmod . beside ( 27 , 19 ) AND nmod . in ( 27 , 42 )
367	A girl snapped a hedgehog on a tree beside the table .	subj_to_obj_common	girl ( 12 ) ; hedgehog ( 34 ) ; tree ( 27 ) ; table ( 19 ) ; snap ( 20 ) AND agent ( 20 , 12 ) AND theme ( 20 , 34 ) AND nmod . on ( 34 , 27 ) AND nmod . beside ( 34 , 19 )
368	Benjamin floated the hedgehog in a room .	subj_to_obj_common	Benjamin ( 12 ) ; hedgehog ( 34 ) ; room ( 27 ) ; float ( 19 ) AND theme ( 19 , 34 ) AND agent ( 19 , 12 ) AND location ( 19 , 27 )
369	Emma rolled a hedgehog on the notebook .	subj_to_obj_common	Emma ( 12 ) ; hedgehog ( 34 ) ; notebook ( 27 ) ; roll ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND location ( 19 , 27 )
370	The frog shortened the hedgehog in a box .	subj_to_obj_common	frog ( 12 ) ; hedgehog ( 34 ) ; * box ( 27 ) ; shorten ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND nmod . in ( 19 , 27 )
371	Emma gave a bunny a hedgehog .	subj_to_obj_common	Emma ( 12 ) ; bunny ( 34 ) ; hedgehog ( 27 ) ; give ( 19 ) AND agent ( 19 , 12 ) AND recipient ( 19 , 34 ) AND theme ( 19 , 27 )
372	Isabella poked the hedgehog beside the table .	subj_to_obj_common	Isabella ( 12 ) ; hedgehog ( 34 ) ; table ( 27 ) ; poke ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND nmod . beside ( 19 , 27 )
373	The boy liked that Alexander brought a monster a hedgehog .	subj_to_obj_common	boy ( 12 ) ; Alexander ( 34 ) ; monster ( 27 ) ; hedgehog ( 19 ) ; like ( 8 ) AND theme ( 8 , 27 ) AND theme ( 8 , 19 ) AND agent ( 8 , 12 ) AND bring ( 15 ) AND agent ( 15 , 34 ) AND theme ( 15 , 27 ) AND theme ( 15 , 19 )
374	A doctor lended a hedgehog beside a cup to a hero .	subj_to_obj_common	doctor ( 12 ) ; hedgehog ( 34 ) ; cup ( 27 ) ; hero ( 19 ) ; lend ( 20 ) AND agent ( 20 , 12 ) AND theme ( 20 , 34 ) AND recipient ( 20 , 19 ) AND nmod . beside ( 34 , 27 )
375	A child shortened the hedgehog in a room .	subj_to_obj_common	child ( 12 ) ; hedgehog ( 34 ) ; room ( 27 ) ; shorten ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND location ( 19 , 27 )
376	Emma declared that a cat gave the hedgehog to a girl .	subj_to_obj_common	Emma ( 12 ) ; cat ( 34 ) ; hedgehog ( 27 ) ; girl ( 19 ) ; declare ( 8 ) AND agent ( 8 , 12 ) AND ccomp ( 8 , 53 ) AND give ( 53 ) AND agent ( 53 , 34 ) AND theme ( 53 , 27 ) AND recipient ( 53 , 19 )
377	Emma ate a hedgehog .	subj_to_obj_common	Emma ( 12 ) ; hedgehog ( 34 ) ; eat ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
378	The customer supported that a boy proved that the girl gave a hedgehog to a mouse .	subj_to_obj_common	customer ( 12 ) ; boy ( 34 ) ; girl ( 27 ) ; hedgehog ( 19 ) ; mouse ( 42 ) ; support ( 8 ) AND agent ( 8 , 12 ) AND ccomp ( 8 , 13 ) AND prove ( 13 ) AND agent ( 13 , 34 ) AND ccomp ( 13 , 17 ) AND give ( 17 ) AND agent ( 17 , 27 ) AND theme ( 17 , 19 ) AND recipient ( 17 , 42 )
379	Emma stabbed a hedgehog .	subj_to_obj_common	Emma ( 12 ) ; hedgehog ( 34 ) ; stab ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
380	William rolled Lina .	subj_to_obj_proper	William ( 12 ) ; Lina ( 34 ) ; roll ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
381	Addison handed Lina to Emma .	subj_to_obj_proper	Addison ( 12 ) ; Lina ( 34 ) ; Emma ( 27 ) ; hand ( 19 ) AND theme ( 19 , 34 ) AND recipient ( 19 , 27 ) AND agent ( 19 , 12 )
382	The girl offered the horse Lina .	subj_to_obj_proper	girl ( 12 ) ; horse ( 34 ) ; Lina ( 27 ) ; offer ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND recipient ( 19 , 27 )
383	Emma cleaned Lina .	subj_to_obj_proper	Emma ( 12 ) ; Lina ( 34 ) ; clean ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
384	The boy gave the girl Lina .	subj_to_obj_proper	boy ( 12 ) ; girl ( 34 ) ; Lina ( 27 ) ; give ( 19 ) AND agent ( 19 , 12 ) AND recipient ( 19 , 34 ) AND theme ( 19 , 27 )
385	Logan gave the cat Lina .	subj_to_obj_proper	Logan ( 12 ) ; cat ( 34 ) ; Lina ( 27 ) ; give ( 19 ) AND agent ( 19 , 12 ) AND recipient ( 19 , 34 ) AND theme ( 19 , 27 )
386	A king liked that a chicken gave Emma Lina .	subj_to_obj_proper	king ( 12 ) ; chicken ( 34 ) ; Emma ( 27 ) ; Lina ( 19 ) ; like ( 20 ) AND theme ( 20 , 34 ) AND agent ( 20 , 12 ) AND ccomp ( 20 , 53 ) AND give ( 53 ) AND agent ( 53 , 34 ) AND recipient ( 53 , 27 ) AND recipient ( 53 , 19 )
387	Daniel promised Ellie Lina .	subj_to_obj_proper	Daniel ( 12 ) ; Ellie ( 34 ) ; Lina ( 27 ) ; promise ( 19 ) AND agent ( 19 , 12 ) AND recipient ( 19 , 34 ) AND recipient ( 19 , 27 )
388	The duck liked Lina .	subj_to_obj_proper	duck ( 12 ) ; Lina ( 34 ) ; like ( 27 ) AND theme ( 27 , 12 ) AND agent ( 27 , 34 )
389	Caleb sold Ethan Lina .	subj_to_obj_proper	Caleb ( 12 ) ; Ethan ( 34 ) ; Lina ( 27 ) ; sell ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND recipient ( 19 , 27 )
390	Emma believed that Noah gave Liam Lina .	subj_to_obj_proper	Emma ( 12 ) ; Noah ( 34 ) ; Liam ( 27 ) ; Lina ( 19 ) ; believe ( 20 ) AND agent ( 20 , 12 ) AND ccomp ( 20 , 35 ) AND give ( 35 ) AND agent ( 35 , 34 ) AND theme ( 35 , 27 ) AND recipient ( 35 , 19 )
391	Emma passed Lina to a kitty .	subj_to_obj_proper	Emma ( 12 ) ; Lina ( 34 ) ; kitty ( 27 ) ; pass ( 19 ) AND theme ( 19 , 34 ) AND recipient ( 19 , 27 ) AND agent ( 19 , 12 )
392	The princess ate Lina .	subj_to_obj_proper	princess ( 12 ) ; Lina ( 34 ) ; eat ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
393	Evelyn gave Lina to a journalist .	subj_to_obj_proper	Evelyn ( 12 ) ; Lina ( 34 ) ; journalist ( 27 ) ; give ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND recipient ( 19 , 27 )
394	Oliver dusted Lina .	subj_to_obj_proper	Oliver ( 12 ) ; Lina ( 34 ) ; dust ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
395	A giraffe mailed Lina to the girl .	subj_to_obj_proper	giraffe ( 12 ) ; Lina ( 34 ) ; * girl ( 27 ) ; mail ( 19 ) AND agent ( 19 , 12 ) AND recipient ( 19 , 34 ) AND theme ( 19 , 27 )
396	Elijah grew Lina .	subj_to_obj_proper	Elijah ( 12 ) ; Lina ( 34 ) ; grow ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
397	The bear painted Lina .	subj_to_obj_proper	bear ( 12 ) ; Lina ( 34 ) ; paint ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
398	A butterfly rolled Lina .	subj_to_obj_proper	butterfly ( 12 ) ; Lina ( 34 ) ; roll ( 27 ) AND theme ( 27 , 34 ) AND agent ( 27 , 12 )
399	A scientist gave Penelope Lina .	subj_to_obj_proper	scientist ( 12 ) ; Penelope Lina ( 34 ) ; give ( 27 ) AND agent ( 27 , 12 ) AND recipient ( 27 , 34 )
400	A boy shattered the block on a tree .	unacc_to_transitive	boy ( 12 ) ; block ( 34 ) ; tree ( 27 ) ; shatter ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND nmod . on ( 19 , 27 )
401	Liam shattered the cake beside a table .	unacc_to_transitive	Liam ( 12 ) ; cake ( 34 ) ; table ( 27 ) ; shatter ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND nmod . beside ( 34 , 27 )
402	A girl shattered a block .	unacc_to_transitive	girl ( 12 ) ; block ( 34 ) ; shatter ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
403	Harper shattered a ball in a house .	unacc_to_transitive	Harper ( 12 ) ; ball ( 34 ) ; house ( 27 ) ; shatter ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND location ( 19 , 27 )
404	The girl shattered a donut .	unacc_to_transitive	girl ( 12 ) ; donut ( 34 ) ; shatter ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
405	A professor shattered Emily .	unacc_to_transitive	professor ( 12 ) ; Emily ( 34 ) ; shatter ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
406	The child shattered Olivia .	unacc_to_transitive	child ( 12 ) ; Olivia ( 34 ) ; shatter ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
407	Alexander shattered the researcher on a mattress .	unacc_to_transitive	Alexander ( 12 ) ; researcher ( 34 ) ; mattress ( 27 ) ; shatter ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND location ( 19 , 27 )
408	William supported that Grace shattered the cookie on the table .	unacc_to_transitive	William ( 12 ) ; Grace ( 34 ) ; * cookie ( 27 ) ; * table ( 19 ) ; support ( 20 ) AND agent ( 20 , 12 ) AND ccomp ( 20 , 34 ) AND shatter ( 30 ) AND theme ( 30 , 27 ) AND nmod . on ( 30 , 19 )
409	The cat shattered a shell in the storage .	unacc_to_transitive	* cat ( 12 ) ; shell ( 34 ) ; * storage ( 27 ) ; nmod . in ( 34 , 27 ) AND shatter ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 )
410	Liam shattered the girl .	unacc_to_transitive	Liam ( 12 ) ; girl ( 34 ) ; shatter ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
411	Carter shattered the cat on the desk .	unacc_to_transitive	Carter ( 12 ) ; cat ( 34 ) ; desk ( 27 ) ; shatter ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND location ( 19 , 27 )
412	Emma shattered a baby .	unacc_to_transitive	Emma ( 12 ) ; baby ( 34 ) ; shatter ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
413	Emma thought that the farmer shattered William .	unacc_to_transitive	Emma ( 12 ) ; farmer ( 34 ) ; William ( 27 ) ; shatter ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND recipient ( 19 , 27 )
414	Emma shattered the donut .	unacc_to_transitive	Emma ( 12 ) ; donut ( 34 ) ; shatter ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
415	Emma shattered the baby .	unacc_to_transitive	Emma ( 12 ) ; baby ( 34 ) ; shatter ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
416	Lucas shattered a cake .	unacc_to_transitive	Lucas ( 12 ) ; cake ( 34 ) ; shatter ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
417	The politician thought that the lion shattered a donut .	unacc_to_transitive	politician ( 12 ) ; * lion ( 34 ) ; * donut ( 27 ) ; think ( 19 ) AND agent ( 19 , 12 ) AND ccomp ( 19 , 53 ) AND shatter ( 53 ) AND agent ( 53 , 34 ) AND theme ( 53 , 27 )
418	A hero shattered a cake beside a table .	unacc_to_transitive	hero ( 12 ) ; cake ( 34 ) ; table ( 27 ) ; shatter ( 19 ) AND theme ( 19 , 34 ) AND agent ( 19 , 12 ) AND nmod . beside ( 19 , 27 )
419	Mia shattered the raisin on the box .	unacc_to_transitive	Mia ( 12 ) ; raisin ( 34 ) ; box ( 27 ) ; shatter ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND nmod . on ( 19 , 27 )
